TSS_ID	A549	Bj	H1hesc	Hepg2	Hsmm	K562	Nhek	Sknshra	Ag04450	Gm12878	Helas3	Hmec	Huvec	Mcf7	Nhlf
ENST00000493524	3.110265	13.5204	12.50615	23.78145	NaN	6.08892	10.172615	16.35565	16.95645	5.579935	5.01148	NaN	26.6794	7.05346	NaN
ENST00000349485	3.110265	13.5204	12.50615	23.78145	NaN	6.08892	10.172615	16.35565	16.95645	5.579935	5.01148	NaN	26.6555	7.05346	NaN
ENST00000454115	7.1359	13.74395	7.702785	9.51675	NaN	5.55318	4.183615	40.17565	15.7971	1.31099	5.80518	NaN	9.985235	21.804	NaN
ENST00000400362	7.1359	13.74395	7.732615	9.49023	NaN	5.55318	4.183615	40.3319	15.8049	1.31099	5.80518	NaN	10.033615	21.84005	NaN
ENST00000400337	7.118255	23.79585	14.35115	26.67185	NaN	2.06886	7.73256	10.322165	19.0555	0.0269094	0	NaN	28.6653	26.92195	NaN
ENST00000400347	7.615335	25.7432	14.88395	27.1818	NaN	2.167095	7.78786	10.74981	19.52425	0.0269094	0	NaN	29.8966	28.5027	NaN
ENST00000355480	0	0.4340309	0	0.0530365	NaN	0	0.02615395	0.0520825	2.6197	0	0	NaN	0	0.1128281	NaN
ENST00000359759	0	0.4340309	0	0.0530365	NaN	0	0.02615395	0.0520825	2.6197	0	0	NaN	0	0.1128281	NaN
ENST00000539645	0	0.4340309	0	0.0530365	NaN	0	0.02615395	0.0520825	2.6197	0	0	NaN	0	0.1128281	NaN
ENST00000427839	1.66333	0.351413	0.655172	1.73179	NaN	2.86711	0.57738	1.34869	0.737945	1.79021	5.86658	NaN	0.7001925	3.189465	NaN
ENST00000380014	4.01073	2.00679	10.709235	26.8901	NaN	7.063855	5.130905	3.104465	3.38866	8.38045	21.42115	NaN	17.6669	27.0591	NaN
ENST00000380010	3.939385	1.91557	9.884325	25.9994	NaN	6.81677	4.841215	3.007145	3.07905	7.919445	20.8729	NaN	16.70465	25.91575	NaN
ENST00000465077	0.2042415	0.3091685	1.434815	0	NaN	0.056994	0.1599125	2.49178	0.793824	0.5148255	0.0306997	NaN	0.0490313	1.096872	NaN
ENST00000472191	0.2042415	0.3091685	1.494465	0	NaN	0.056994	0.1599125	2.49178	0.793824	0.5148255	0	NaN	0.0490313	1.1689915	NaN
ENST00000361866	1.395195	274.8905	47.6534	4.400525	NaN	0.0633633	5.820845	30.3456	477.95	0	0.162298	NaN	13.6078	2.42639	NaN
ENST00000538397	1.350895	277.227	47.82315	4.400525	NaN	0.0633633	5.820845	30.3524	483.5455	0.0269094	0.162298	NaN	13.5833	2.46245	NaN
ENST00000546256	1.350895	277.227	47.82315	4.400525	NaN	0.0633633	5.820845	30.3524	483.5455	0.0269094	0.162298	NaN	13.5833	2.46245	NaN
ENST00000300527	0.4257315	93.5903	7.72427	0.1822255	NaN	0.0633633	0	25.90745	154.4005	0	0	NaN	0.4098025	1.337647	NaN
ENST00000357838	0.585675	234.258	11.78185	0.2318595	NaN	0.09186035	0.0543	39.1628	408.2525	0	0	NaN	0.458834	1.92738	NaN
ENST00000436769	0	3.08607	0.0267436	0	NaN	0	0	0.226156	3.85577	0	0	NaN	0	0	NaN
ENST00000460886	0	1.199288	0.1995345	0	NaN	0	0	0.233007	2.628255	0	0	NaN	0	0	NaN
ENST00000413758	0	1.0321795	0.3332525	0	NaN	0	0.02615395	0.30564415	2.87344	0	0	NaN	0	0.02558955	NaN
ENST00000494498	0	0	2.36359	0.0778535	NaN	0	0	0.04523115	0	0	0	NaN	0	0	NaN
ENST00000460011	0	0	3.00335	0.024817	NaN	0	0	0.04523115	0	0	0	NaN	0	0	NaN
ENST00000397743	0	0	0	31.8	NaN	0	0	0	0	0	0	NaN	0	0	NaN
ENST00000291672	0.0442981	16.885	155.6615	29.82175	NaN	366.2805	27.0944	14.09545	6.485615	43.2352	21.7825	NaN	48.25575	26.83815	NaN
ENST00000330205	0.0442981	16.6113	151.318	29.5137	NaN	356.693	26.75045	14.0434	6.41423	43.0338	21.50835	NaN	46.92705	26.46355	NaN
ENST00000540403	0.071347	0.7230125	2.39958	1.423775	NaN	0.2598225	4.68802	0.1946275	0.95211	1.069615	0.4759435	NaN	2.3005	2.29262	NaN
ENST00000464357	1.786425	9.55094	20.4689	22.75705	NaN	15.8864	65.3675	4.16394	18.0746	20.0856	13.4113	NaN	35.2268	40.36595	NaN
ENST00000450351	1.90207	9.55767	20.87105	23.03855	NaN	16.07015	65.4208	4.37227	18.2251	20.33215	13.4727	NaN	35.61275	40.62185	NaN
ENST00000472272	1.990665	9.55767	21.07985	23.52025	NaN	16.4091	65.52645	4.514815	18.36015	20.6855	13.4727	NaN	35.7334	40.7859	NaN
ENST00000522411	2.15061	9.55767	21.42235	23.7025	NaN	16.77015	65.63205	5.039765	18.46335	21.044	13.55385	NaN	36.33805	40.96505	NaN
ENST00000397728	1.1196045	4.124985	11.66975	12.931	NaN	9.91621	26.9268	3.45121	7.402715	9.47537	5.247105	NaN	16.55815	18.5958	NaN
ENST00000457828	1.1196045	3.942545	10.923	11.02548	NaN	9.656365	24.54605	3.45121	7.124915	8.66534	4.87206	NaN	14.9158	16.49745	NaN
ENST00000414659	5.01234	2.126795	9.41111	2.92441	NaN	13.16315	2.022565	13.92	3.324235	2.12537	7.729485	NaN	1.648075	11.50168	NaN
ENST00000432735	5.01234	2.126795	9.41111	2.92441	NaN	13.16315	2.022565	13.92	3.25284	2.12537	7.729485	NaN	1.648075	11.50168	NaN
ENST00000444998	5.083685	2.126795	9.762855	2.95093	NaN	13.26135	1.995415	13.92	3.181455	2.15663	7.877505	NaN	1.648075	11.40399	NaN
ENST00000455567	5.083685	2.08455	9.92948	2.97575	NaN	13.23285	1.995415	13.9652	3.11007	2.15663	7.877505	NaN	1.648075	11.40399	NaN
ENST00000421927	5.083685	2.08455	9.87289	2.97575	NaN	13.23285	1.995415	13.92	3.11007	2.15663	7.785405	NaN	1.648075	11.3784	NaN
ENST00000397708	1.41244	2.38026	2.97552	5.009445	NaN	2.895275	1.3336	3.951485	4.2175	3.717375	2.70197	NaN	2.95356	4.60037	NaN
ENST00000397701	13.50895	11.59773	11.0557	3.455775	NaN	3.750845	6.79452	14.60255	13.0935	6.965365	9.898605	NaN	5.05667	6.87329	NaN
ENST00000339195	14.2914	11.7869	12.85355	4.25573	NaN	3.814205	6.92728	16.56255	13.8306	7.38126	11.242945	NaN	5.6123	7.73404	NaN
ENST00000397691	2.214505	0.505062	3.41366	0.462018	NaN	0.395938	0.588337	2.07512	1.47509	0.881247	1.129438	NaN	0.5110305	0.601372	NaN
ENST00000397680	0.9522115	1.26845	11.6544	1.80184	NaN	6.937125	0.78462	1.3281335	0.5866155	7.14503	16.8481	NaN	8.77369	12.227325	NaN
ENST00000397682	0.9522115	1.2262055	10.74925	1.676055	NaN	6.639415	0.706155	1.276051	0.5866155	6.979225	15.69225	NaN	7.78562	11.575965	NaN
ENST00000359568	9.525225	12.69236	7.376605	1.692365	NaN	16.2723	4.8828	7.67136	6.294715	8.962175	24.95825	NaN	8.093905	15.475195	NaN
ENST00000490468	11.6857	13.5911	7.14416	1.718885	NaN	17.59965	5.01656	7.72344	6.556205	9.275565	26.1008	NaN	8.19007	21.92045	NaN
ENST00000337772	11.81855	13.5911	7.090675	1.718885	NaN	17.7136	5.017555	7.67136	6.627595	9.271205	26.35735	NaN	8.2391	22.29035	NaN
ENST00000427143	0.693871	0.4493595	0.9503495	1.5982	NaN	1.4221575	1.697765	1.226698	1.650485	0.872545	1.5703755	NaN	1.44878	2.1088815	NaN
ENST00000318711	0.622524	0.478146	0.923606	1.46731	NaN	1.457024	1.778215	1.382948	1.73818	0.849987	1.3773815	NaN	1.3765	2.2275315	NaN
ENST00000457905	0.622524	0.478146	0.923606	1.46731	NaN	1.457024	1.778215	1.382948	1.73818	0.849987	1.3773815	NaN	1.3765	2.2275315	NaN
ENST00000466639	0.605275	1.510325	1.1200555	1.927625	NaN	1.599509	2.82412	2.310855	2.110635	1.132135	1.505655	NaN	1.86428	3.394215	NaN
ENST00000435722	0.4355315	2.871865	0.5327865	0.826471	NaN	0.3168165	4.00976	2.256045	1.650485	0.429746	1.423335	NaN	2.12636	3.65593	NaN
ENST00000397638	160.8305	245.8945	86.81165	14.9675	NaN	124.6255	159.0355	309.332	236.8485	76.4849	43.18355	NaN	143.4275	135.7624	NaN
ENST00000458387	499.7465	960.8665	422.1695	72.4021	NaN	614.6615	586.295	1234.355	1030.2165	382.036	299.8905	NaN	737.223	478.7375	NaN
ENST00000397637	516.0745	1005.41	427.6125	74.74045	NaN	625.912	620.39	1253.095	1055.648	385.4445	316.991	NaN	759.508	497.1635	NaN
ENST00000334494	517.834	1008.698	428.268	75.2871	NaN	628.7735	624.508	1254.17	1058.047	385.8605	318.873	NaN	761.058	499.6795	NaN
ENST00000397628	520.1075	1011.3175	425.695	76.7245	NaN	628.701	623.036	1250.64	1056.401	384.486	322.1105	NaN	759.7795	497.0395	NaN
ENST00000440086	519.967	1011.445	426.6075	77.8556	NaN	633.8555	623.533	1247.875	1053.096	384.245	329.8955	NaN	760.5485	495.726	NaN
